Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
svglite,/usr/local/lib/R/site-library,1.2.2,NA,R (>= 3.0.0),"Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
sys,/usr/local/lib/R/site-library,3.3,NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
systemfit,/usr/local/lib/R/site-library,1.1-22,NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
taxa,/usr/local/lib/R/site-library,0.3.2,NA,R (>= 3.0.2),"R6, jsonlite, dplyr, lazyeval, magrittr, tibble, knitr, rlang,
stringr, crayon, tidyr, utils, taxize",NA,"roxygen2 (>= 6.0.1), testthat, rmarkdown (>= 0.9.6)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
taxize,/usr/local/lib/R/site-library,0.9.8,NA,R(>= 3.2.1),"graphics, methods, stats, utils, crul (>= 0.7.0), xml2 (>=
1.2.0), jsonlite, reshape2, stringr, plyr, foreach, ape, zoo,
bold (>= 0.8.6), data.table, rredlist (>= 0.5.0), rotl (>=
3.0.0), ritis (>= 0.7.6), tibble (>= 1.2), worrms (>= 0.4.0),
natserv (>= 0.3.0), wikitaxa (>= 0.3.0), R6, crayon, cli,
phangorn",NA,"roxygen2 (>= 6.1.1), testthat, knitr, vegan, vcr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tcltk2,/usr/local/lib/R/site-library,1.2-11,NA,"R (>= 2.8.0), tcltk",NA,NA,utils,NA,LGPL-3 + file LICENSE,NA,NA,NA,NA,no,3.6.1
TeachingDemos,/usr/local/lib/R/site-library,2.10,NA,NA,NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,Artistic-2.0,NA,NA,NA,NA,no,3.6.1
templater,/usr/local/lib/R/site-library,0.1,NA,R (>= 3.0.0),NA,NA,NA,NA,GPL >= 2.0,NA,NA,NA,NA,NA,3.4.1
testit,/usr/local/lib/R/site-library,0.9,NA,NA,NA,NA,rstudioapi,NA,GPL,NA,NA,NA,NA,no,3.6.1
testthat,/usr/local/lib/R/site-library,2.2.1,NA,R (>= 3.1),"cli, crayon (>= 1.3.4), digest, evaluate, magrittr, methods,
praise, R6 (>= 2.2.0), rlang (>= 0.3.0), withr (>= 2.0.0)",NA,"covr, curl (>= 0.9.5), devtools, knitr, rmarkdown, usethis,
vctrs (>= 0.1.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
texreg,/usr/local/lib/R/site-library,1.36.23,NA,R (>= 2.15.0),"methods, grDevices, graphics, stats",NA,"nlme, survival, network, ergm, lme4 (>= 1.0), btergm, Zelig
(>= 5.0-16)","AER, betareg, brglm, censReg, dynlm, eha, erer, fGarch,
gamlss, gee, geepack, gmm, h2o, latentnet, lmtest, lqmm, MASS,
mfx, mgcv, mlogit, mnlogit, MuMIn, nnet, ordinal, plm, pscl,
quantreg, relevent, rms, robustbase, RSiena, sampleSelection,
simex, sna, spdep, survey, systemfit, tergm, VGAM, xergm",GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
TH.data,/usr/local/lib/R/site-library,1.0-10,NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
tibble,/usr/local/lib/R/site-library,2.1.3,NA,R (>= 3.1.0),"cli, crayon (>= 1.3.4), fansi (>= 0.4.0), methods, pillar (>=
1.3.1), pkgconfig, rlang (>= 0.3.0), utils",NA,"bench, covr, dplyr, htmltools, import, knitr, mockr,
nycflights13, rmarkdown, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tidyquant,/usr/local/lib/R/site-library,0.5.9,NA,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 0.8.3), ggplot2, httr, lazyeval, magrittr, purrr,
Quandl, stringr, tibble, tidyr (>= 1.0.0), timetk, TTR, xml2,
xts, rlang, rstudioapi, crayon, cli",NA,"tidyverse, alphavantager, broom, knitr, rmarkdown, testthat,
tibbletime, scales, Rblpapi, readxl",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.2
tidyr,/usr/local/lib/R/site-library,1.0.0,NA,R (>= 3.1),"dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 0.2.5),
utils, vctrs (>= 0.2.0), lifecycle",Rcpp,"covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.2
tidyselect,/usr/local/lib/R/site-library,0.2.5,NA,R (>= 3.1),"glue (>= 1.3.0), purrr, rlang (>= 0.2.2), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),","covr, dplyr, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
tidyverse,/usr/local/lib/R/site-library,1.2.1,NA,NA,"broom (>= 0.4.2), cli (>= 1.0.0), crayon (>= 1.3.4), dplyr (>=
0.7.4), dbplyr (>= 1.1.0), forcats (>= 0.2.0), ggplot2 (>=
2.2.1), haven (>= 1.1.0), hms (>= 0.3), httr (>= 1.3.1),
jsonlite (>= 1.5), lubridate (>= 1.7.1), magrittr (>= 1.5),
modelr (>= 0.1.1), purrr (>= 0.2.4), readr (>= 1.1.1), readxl
(>= 1.0.0), reprex (>= 0.1.1), rlang (>= 0.1.4), rstudioapi (>=
0.7), rvest (>= 0.3.2), stringr (>= 1.2.0), tibble (>= 1.3.4),
tidyr (>= 0.7.2), xml2 (>= 1.1.1)",NA,"feather (>= 0.3.1), knitr (>= 1.17), rmarkdown (>= 1.7.4)",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
timeDate,/usr/local/lib/R/site-library,3043.102,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
timereg,/usr/local/lib/R/site-library,1.9.4,NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
timeSeries,/usr/local/lib/R/site-library,3042.102,NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
timetk,/usr/local/lib/R/site-library,0.1.2,NA,R (>= 3.3.0),"dplyr (>= 0.7.0), lazyeval (>= 0.2.0), lubridate (>= 1.6.0),
padr (>= 0.3.0), purrr (>= 0.2.2), readr (>= 1.0.0), stringi
(>= 1.1.5), tibble (>= 1.2), tidyr (>= 0.6.1), xts (>= 0.9-7),
zoo (>= 1.7-14)",NA,"tidyverse, broom, forcats, forecast, knitr, rmarkdown,
robets, scales, stringr, testthat, tidyquant, fracdiff,
timeDate, timeSeries, tseries",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.2
tinytex,/usr/local/lib/R/site-library,0.15,NA,NA,xfun (>= 0.5),NA,"testit, rstudioapi",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
TMB,/usr/local/lib/R/site-library,1.7.15,NA,R (>= 3.0.0),"graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
traits,/usr/local/lib/R/site-library,0.4.2,NA,R (>= 2.10),"jsonlite (>= 0.9.19), httr (>= 1.1.0), crul (>= 0.6.0), tibble
(>= 1.3.4), data.table (>= 1.9.6), readr (>= 1.1.1), taxize (>=
0.7.4), xml2 (>= 0.1.2), rvest (>= 0.3.1), hoardr",NA,"roxygen2 (>= 6.0.1), knitr, testthat, dplyr, plyr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
triebeard,/usr/local/lib/R/site-library,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
trimcluster,/usr/local/lib/R/site-library,0.1-2.1,NA,R (>= 1.9.0),NA,NA,fpc,NA,GPL,NA,NA,NA,NA,no,3.6.1
truncdist,/usr/local/lib/R/site-library,1.0-2,NA,"R (>= 2.0.1), stats4,evd",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
truncnorm,/usr/local/lib/R/site-library,1.0-8,NA,R (>= 3.4.0),NA,NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
truncreg,/usr/local/lib/R/site-library,0.2-5,NA,"R (>= 1.8.0), maxLik",NA,NA,survival,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
trust,/usr/local/lib/R/site-library,0.1-7,NA,R (>= 2.10.0),stats,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
TSA,/usr/local/lib/R/site-library,1.2,NA,R (>= 2.5.1),"leaps, locfit, mgcv",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
tseries,/usr/local/lib/R/site-library,0.10-47,NA,R (>= 2.10.0),"graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
tsna,/usr/local/lib/R/site-library,0.3.0,NA,"network (>= 1.13), networkDynamic (>= 0.9), R (>= 3.0)",statnet.common,NA,"networkDynamicData, testthat, sna, knitr, relevent, ergm (>=
3.10)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
TSP,/usr/local/lib/R/site-library,1.1-7,NA,R (>= 2.14.0),"graphics, foreach, utils, methods, stats, grDevices",NA,"maps, sp, maptools, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
TTR,/usr/local/lib/R/site-library,0.23-4,NA,NA,"xts (>= 0.10-0), zoo, curl",xts,RUnit,quantmod,GPL-2,NA,NA,NA,NA,yes,3.6.1
tuneR,/usr/local/lib/R/site-library,1.3.3,NA,R (>= 3.0.0),"signal, methods",NA,pastecs,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
tweedie,/usr/local/lib/R/site-library,2.3.2,NA,R (>= 2.8.0),NA,NA,"stabledist, statmod(>= 1.4.20)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
ucminf,/usr/local/lib/R/site-library,1.1-4,NA,NA,NA,NA,numDeriv,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
untb,/usr/local/lib/R/site-library,1.7-4,NA,R (>= 2.10),"Brobdingnag (>= 1.1-8), partitions (>= 1.9-14), polynom",NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.1
urca,/usr/local/lib/R/site-library,1.3-0,NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
urltools,/usr/local/lib/R/site-library,1.7.3,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
usethis,/usr/local/lib/R/site-library,1.5.1,NA,R (>= 3.2),"clipr (>= 0.3.0), clisymbols, crayon, curl (>= 2.7), desc, fs
(>= 1.3.0), gh, git2r (>= 0.23), glue (>= 1.3.0), purrr, rlang,
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr,
yaml",NA,"covr, knitr, magick, pkgdown (>= 1.1.0), rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.0.2), testthat (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.2
utf8,/usr/local/lib/R/site-library,1.1.4,NA,R (>= 2.10),NA,NA,"knitr, rmarkdown, testthat",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
uuid,/usr/local/lib/R/site-library,0.1-2,NA,R (>= 2.9.0),NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
VarianceGamma,/usr/local/lib/R/site-library,0.4-0,NA,"R (>= 3.0.1),","grDevices, graphics, stats, DistributionUtils,
GeneralizedHyperbolic",NA,RUnit,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
vars,/usr/local/lib/R/site-library,1.5-3,NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
vcd,/usr/local/lib/R/site-library,1.4-4,NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR, coin",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
vctrs,/usr/local/lib/R/site-library,0.2.0,NA,R (>= 3.2),"backports, ellipsis (>= 0.2.0), digest, glue, rlang (>=
0.4.0), zeallot",NA,"bit64, covr, crayon, generics, knitr, pillar (>= 1.4.1),
pkgdown, rmarkdown, testthat, tibble",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
Vdgraph,/usr/local/lib/R/site-library,2.2-2,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
vegan,/usr/local/lib/R/site-library,2.5-5,NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
VennDiagram,/usr/local/lib/R/site-library,1.6.20,NA,"R (>= 2.14.1), grid (>= 2.14.1), futile.logger",NA,NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
VGAM,/usr/local/lib/R/site-library,1.1-1,NA,"R (>= 3.4.0), methods, stats, stats4, splines",NA,NA,"VGAMdata, MASS, mgcv",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
VGAMdata,/usr/local/lib/R/site-library,1.0-3,NA,R (>= 3.1.0),NA,NA,VGAM,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
vioplot,/usr/local/lib/R/site-library,0.3.2,NA,"sm, zoo",NA,NA,"ggplot2, RColorBrewer, knitr, rmarkdown, testthat",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
viridis,/usr/local/lib/R/site-library,0.5.1,NA,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
viridisLite,/usr/local/lib/R/site-library,0.3.0,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
visNetwork,/usr/local/lib/R/site-library,2.0.7,NA,R (>= 3.0),"htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, flashClust",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
wbstats,/usr/local/lib/R/site-library,0.2,NA,R (>= 3.1),"httr, jsonlite, tidyr",NA,"ggplot2, knitr, lubridate (>= 1.5.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
weatherData,/usr/local/lib/R/site-library,0.5.0,NA,R (>= 2.10),"curl, plyr, utils",NA,testthat,NA,GPL,NA,NA,NA,NA,no,3.4.2
webshot,/usr/local/lib/R/site-library,0.5.1,NA,R (>= 3.0),"magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
wesanderson,/usr/local/lib/R/site-library,0.3.6,NA,R (>= 3.0),NA,NA,ggplot2,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
whisker,/usr/local/lib/R/site-library,0.3-2,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
WikidataR,/usr/local/lib/R/site-library,1.4.0,NA,NA,"httr, jsonlite, WikipediR (>= 1.4.0), utils",NA,"testthat, knitr, pageviews",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
WikipediR,/usr/local/lib/R/site-library,1.5.0,NA,NA,"httr, jsonlite",NA,"testthat, knitr, WikidataR, pageviews",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
wikitaxa,/usr/local/lib/R/site-library,0.3.0,NA,R(>= 3.2.1),"WikidataR, data.table, curl, crul (>= 0.3.4), tibble,
jsonlite, xml2",NA,"roxygen2 (>= 6.1.0), testthat, knitr, rmarkdown, vcr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
withr,/usr/local/lib/R/site-library,2.1.2,NA,R (>= 3.0.2),"stats, graphics, grDevices",NA,"testthat, covr, lattice, DBI, RSQLite, methods, knitr,
rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
worrms,/usr/local/lib/R/site-library,0.4.0,NA,NA,"crul (>= 0.6.0), tibble (>= 1.2), jsonlite (>= 1.1),
data.table",NA,"roxygen2 (>= 6.1.1), knitr, testthat, vcr (>= 0.2.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xfun,/usr/local/lib/R/site-library,0.9,NA,NA,"stats, tools",NA,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
htmltools, base64enc, remotes, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xgboost,/usr/local/lib/R/site-library,0.90.0.2,NA,R (>= 3.3.0),"Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, lintr, igraph
(>= 1.0.1), jsonlite, float",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
XML,/usr/local/lib/R/site-library,3.98-1.20,NA,"R (>= 2.13.0), methods, utils",NA,NA,"bitops, RCurl",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
xml2,/usr/local/lib/R/site-library,1.2.2,NA,R (>= 3.1.0),"Rcpp, methods",Rcpp (>= 0.12.12),"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
xopen,/usr/local/lib/R/site-library,1.0.0,NA,R (>= 3.1),processx,NA,"ps, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xtable,/usr/local/lib/R/site-library,1.8-4,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
xts,/usr/local/lib/R/site-library,0.11-2,NA,zoo (>= 1.7-12),methods,zoo,"timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
XVector,/usr/local/lib/R/site-library,0.24.0,NA,"R (>= 2.8.0), methods, BiocGenerics (>= 0.19.2), S4Vectors (>=
0.21.13), IRanges (>= 2.15.12)","methods, utils, zlibbioc, BiocGenerics, S4Vectors, IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.1
yaml,/usr/local/lib/R/site-library,2.2.0,NA,NA,NA,NA,RUnit,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
zCompositions,/usr/local/lib/R/site-library,1.3.2-1,NA,"R (>= 2.14.0), MASS, NADA, truncnorm",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
zeallot,/usr/local/lib/R/site-library,0.1.0,NA,NA,NA,NA,"testthat, knitr, rmarkdown, purrr, magrittr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
zip,/usr/local/lib/R/site-library,2.0.3,NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,CC0,NA,NA,NA,NA,yes,3.6.1
zipcode,/usr/local/lib/R/site-library,1.0,NA,R (>= 2.10),NA,NA,NA,NA,CC BY-SA 2.0 + file LICENSE,NA,NA,NA,NA,no,3.6.1
zlibbioc,/usr/local/lib/R/site-library,1.30.0,NA,NA,NA,NA,NA,NA,Artistic-2.0 + file LICENSE,NA,NA,NA,NA,yes,3.6.1
zoo,/usr/local/lib/R/site-library,1.8-6,NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"coda, chron, DAAG, fts, ggplot2, mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
rgl,/usr/lib/R/site-library,0.100.30,NA,R (>= 3.2.0),"graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d",NA,GPL,NA,NA,NA,NA,yes,3.6.1
base,/usr/lib/R/library,3.6.2,base,NA,NA,NA,methods,NA,Part of R 3.6.2,NA,NA,NA,NA,NA,3.6.2
boot,/usr/lib/R/library,1.3-24,recommended,"R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,Unlimited,NA,NA,NA,NA,no,3.6.2
class,/usr/lib/R/library,7.3-15,recommended,"R (>= 3.0.0), stats, utils",MASS,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.5.2
cluster,/usr/lib/R/library,2.1.0,recommended,R (>= 3.3.0),"graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
codetools,/usr/lib/R/library,0.2-16,recommended,R (>= 2.1),NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.1
compiler,/usr/lib/R/library,3.6.2,base,NA,NA,NA,NA,NA,Part of R 3.6.2,NA,NA,NA,NA,NA,3.6.2
datasets,/usr/lib/R/library,3.6.2,base,NA,NA,NA,NA,NA,Part of R 3.6.2,NA,NA,NA,NA,NA,3.6.2
foreign,/usr/lib/R/library,0.8-74,recommended,R (>= 3.0.0),"methods, utils, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.2
graphics,/usr/lib/R/library,3.6.2,base,NA,grDevices,NA,NA,NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
grDevices,/usr/lib/R/library,3.6.2,base,NA,NA,NA,KernSmooth,NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
grid,/usr/lib/R/library,3.6.2,base,NA,"grDevices, utils",NA,lattice,NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
KernSmooth,/usr/lib/R/library,2.23-16,recommended,"R (>= 2.5.0), stats",NA,NA,MASS,NA,Unlimited,NA,NA,NA,NA,yes,3.6.1
lattice,/usr/lib/R/library,0.20-38,recommended,R (>= 3.0.0),"grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra",chron,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
MASS,/usr/lib/R/library,7.3-51.5,recommended,"R (>= 3.1.0), grDevices, graphics, stats, utils",methods,NA,"lattice, nlme, nnet, survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.2
Matrix,/usr/lib/R/library,1.2-18,recommended,R (>= 3.2.0),"methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc",GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,3.6.1
methods,/usr/lib/R/library,3.6.2,base,NA,"utils, stats",NA,codetools,NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
mgcv,/usr/lib/R/library,1.8-31,recommended,"R (>= 2.14.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
nlme,/usr/lib/R/library,3.1-143,recommended,R (>= 3.4.0),"graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,3.6.2
nnet,/usr/lib/R/library,7.3-12,recommended,"R (>= 2.14.0), stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.5.0
parallel,/usr/lib/R/library,3.6.2,base,NA,"tools, compiler",NA,methods,"snow, nws, Rmpi",Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
rpart,/usr/lib/R/library,4.1-15,recommended,"R (>= 2.15.0), graphics, stats, grDevices",NA,NA,survival,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
spatial,/usr/lib/R/library,7.3-11,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.5.0
splines,/usr/lib/R/library,3.6.2,base,NA,"graphics, stats",NA,"Matrix, methods",NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
stats,/usr/lib/R/library,3.6.2,base,NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
stats4,/usr/lib/R/library,3.6.2,base,NA,"graphics, methods, stats",NA,NA,NA,Part of R 3.6.2,NA,NA,NA,NA,NA,3.6.2
survival,/usr/lib/R/library,3.1-8,recommended,R (>= 3.4.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.2
tcltk,/usr/lib/R/library,3.6.2,base,NA,utils,NA,NA,NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
tools,/usr/lib/R/library,3.6.2,base,NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
utils,/usr/lib/R/library,3.6.2,base,NA,NA,NA,"methods, xml2, commonmark",NA,Part of R 3.6.2,NA,NA,NA,NA,yes,3.6.2
